,JPY(100)
2019-08-27,1148.11
2019-08-28,1146.87
2019-08-29,1144.33
2019-08-30,1140.66
2019-09-02,1139.57
2019-09-03,1141.2
2019-09-04,1146.74
2019-09-05,1137.47
2019-09-06,1120.96
2019-09-09,1119.49
2019-09-10,1112.0
2019-09-11,1108.59
2019-09-16,1105.14
2019-09-17,1095.13
2019-09-18,1099.16
2019-09-19,1098.15
2019-09-20,1106.22
2019-09-23,1106.46
2019-09-24,1109.4
2019-09-25,1114.59
2019-09-26,1112.32
2019-09-27,1112.13
2019-09-30,1113.4
2019-10-01,1109.7
2019-10-02,1112.17
2019-10-04,1126.37
2019-10-07,1120.52
2019-10-08,1115.51
2019-10-10,1115.55
2019-10-11,1108.48
2019-10-14,1096.13
2019-10-15,1092.13
2019-10-16,1087.93
2019-10-17,1091.75
2019-10-18,1092.99
2019-10-21,1089.42
2019-10-22,1082.32
2019-10-23,1079.68
2019-10-24,1080.11
2019-10-25,1078.02
2019-10-28,1080.27
2019-10-29,1073.32
2019-10-30,1071.51
2019-10-31,1074.05
2019-11-01,1075.5
2019-11-04,1078.86
2019-11-05,1068.51
2019-11-06,1062.7
2019-11-07,1062.51
2019-11-08,1062.09
2019-11-11,1058.46
2019-11-12,1064.88
2019-11-13,1067.68
2019-11-14,1073.41
2019-11-15,1079.75
2019-11-18,1072.61
2019-11-19,1071.45
2019-11-20,1077.8
2019-11-21,1078.53
2019-11-22,1083.43
2019-11-25,1083.48
2019-11-26,1079.73
2019-11-27,1076.79
2019-11-28,1075.3
2019-11-29,1076.89
2019-12-02,1077.75
2019-12-03,1082.69
2019-12-04,1091.81
2019-12-05,1096.6
2019-12-06,1094.49
2019-12-09,1095.49
2019-12-10,1095.37
2019-12-11,1095.74
2019-12-12,1099.36
2019-12-13,1085.23
2019-12-16,1071.46
2019-12-17,1070.16
2019-12-18,1065.33
2019-12-19,1063.57
2019-12-20,1064.78
2019-12-23,1061.98
2019-12-24,1061.98
2019-12-26,1063.76
2019-12-27,1059.92
2019-12-30,1060.72
2019-12-31,1063.47
2020-01-02,1065.67
2020-01-03,1065.53
2020-01-06,1078.42
2020-01-07,1079.02
2020-01-08,1074.95
2020-01-09,1076.12
2020-01-10,1059.6
2020-01-13,1059.93
2020-01-14,1051.35
2020-01-15,1048.42
2020-01-16,1054.37
